0.391224	0.389481	0.371709	0.424635	0.478612	0.624256	0.629586	0.613447	0.648447	0.620792	0.620792	0.570462	0.363975	0.319880	0.393496	0.320172	0.358925	0.244862	0.252463	0.326138	0.364769	0.376994	0.381066	0.389627	0.408014	0.409388	0.182297	0.204132	0.183366	0.182226	0.184754	0.188307	0.151793	0.189023	0.189023	0.189023	0.173316	0.173316	0.170540	0.197420	0.217302	0.220167	0.196312	0.196828	0.200341	0.200341	0.200341	0.208383	0.206025	0.206025	0.225923	0.214917	0.229133	0.227831	0.184200	0.243221	0.244888	0.244888	0.244888	0.200107	0.324073	0.316495	0.436536	0.425058	0.415436	0.407625	0.407625	0.407430	0.286766	0.313698	0.391126	0.385533	0.380066	0.315561	0.315561	0.349336	0.347243	0.373510	0.395275	0.395275	0.397253	0.306908	0.306908	0.288484	0.284632	0.317306	0.311148	0.330086	0.316510	0.316510	0.316510	0.266101	0.259015	0.214301	0.214301	0.212803	0.196721	0.196721	0.200814	0.351022	
0.383297	0.385770	0.366732	0.384009	0.478612	0.624256	0.630186	0.591055	0.615906	0.620792	0.620792	0.570462	0.413231	0.319880	0.393496	0.391751	0.308180	0.244862	0.252463	0.261982	0.377290	0.371212	0.387378	0.387378	0.396667	0.299883	0.273160	0.171535	0.183366	0.182226	0.182226	0.188307	0.188307	0.178109	0.178965	0.189023	0.173316	0.173316	0.179215	0.197420	0.174650	0.178231	0.196828	0.200673	0.200673	0.200341	0.200341	0.209136	0.209659	0.206025	0.178857	0.229133	0.229133	0.223567	0.223567	0.188827	0.244888	0.247816	0.200107	0.204008	0.348069	0.330192	0.436536	0.416651	0.407625	0.407625	0.407430	0.295579	0.297989	0.289557	0.191795	0.380066	0.327570	0.327570	0.315561	0.341255	0.299143	0.299143	0.306294	0.363010	0.383780	0.303727	0.303727	0.225239	0.259293	0.239145	0.259776	0.243846	0.265788	0.280161	0.256325	0.256325	0.259015	0.214301	0.191022	0.196721	0.196721	0.196721	0.346839	0.329807	
0.361310	0.359737	0.378123	0.384009	0.620636	0.628739	0.624851	0.591055	0.600399	0.620792	0.602870	0.551336	0.367393	0.359566	0.393496	0.391751	0.325854	0.251314	0.261982	0.261982	0.349766	0.368554	0.387378	0.387378	0.392806	0.322447	0.320437	0.279331	0.197546	0.202829	0.192262	0.187238	0.208102	0.199088	0.199688	0.192709	0.198595	0.202328	0.222432	0.222432	0.218219	0.192404	0.200673	0.200673	0.200673	0.200341	0.200341	0.212240	0.209659	0.194843	0.195614	0.229133	0.223567	0.223567	0.223567	0.219169	0.203766	0.200107	0.204008	0.204008	0.334586	0.327579	0.321935	0.416764	0.407625	0.407430	0.295579	0.194268	0.202086	0.193177	0.193413	0.268955	0.206010	0.270597	0.261392	0.281420	0.315228	0.301716	0.308913	0.361601	0.367403	0.383172	0.223704	0.223704	0.223704	0.227216	0.235119	0.223237	0.243747	0.244293	0.245550	0.252333	0.175107	0.193109	0.189382	0.195042	0.189197	0.235527	0.329807	0.304255	
0.355747	0.355747	0.347183	0.407712	0.607123	0.623091	0.613530	0.600345	0.600345	0.589340	0.588465	0.588465	0.367319	0.365256	0.405908	0.271082	0.299694	0.286952	0.222130	0.221479	0.221479	0.340188	0.340188	0.281528	0.321244	0.350688	0.321409	0.320437	0.174664	0.192262	0.225953	0.228719	0.217145	0.199088	0.199088	0.192709	0.233646	0.256034	0.256911	0.246231	0.218877	0.220685	0.233107	0.187429	0.187429	0.187353	0.187353	0.191213	0.194843	0.208271	0.208260	0.197064	0.223567	0.223567	0.227788	0.227215	0.200229	0.202823	0.200457	0.211571	0.212599	0.239929	0.239005	0.219374	0.350867	0.193548	0.193548	0.193548	0.196984	0.201178	0.191505	0.209409	0.202209	0.206675	0.227807	0.283858	0.317235	0.324598	0.312532	0.363273	0.363273	0.368203	0.223704	0.223704	0.179153	0.176115	0.211423	0.213955	0.209834	0.219008	0.218630	0.218630	0.152345	0.166788	0.170379	0.190958	0.190006	0.241273	0.321293	0.296038	
0.355747	0.355747	0.347183	0.403698	0.444686	0.479621	0.452643	0.465134	0.479813	0.394691	0.382972	0.401441	0.254359	0.254359	0.178408	0.164732	0.214068	0.197338	0.241214	0.263768	0.221479	0.256322	0.264006	0.260638	0.361018	0.363665	0.363665	0.277230	0.277230	0.234644	0.225953	0.228719	0.228719	0.180275	0.166500	0.213495	0.233646	0.256034	0.251061	0.235487	0.232451	0.232451	0.233107	0.233107	0.187429	0.187353	0.187353	0.191213	0.198000	0.208271	0.201752	0.217213	0.221500	0.244920	0.253065	0.242154	0.238720	0.206715	0.208135	0.206033	0.208850	0.239891	0.250836	0.232125	0.212682	0.171759	0.171759	0.141144	0.144010	0.148467	0.147773	0.214287	0.207583	0.207065	0.220310	0.231081	0.288036	0.312532	0.312532	0.369186	0.368149	0.371179	0.334309	0.231317	0.186791	0.176115	0.132989	0.201244	0.202928	0.217577	0.221592	0.143751	0.128890	0.132378	0.142055	0.145711	0.163407	0.176125	0.215377	0.296038	
0.355747	0.355747	0.365364	0.440484	0.440484	0.455349	0.471035	0.468229	0.445550	0.445550	0.376363	0.312499	0.176647	0.178408	0.163554	0.225698	0.170146	0.215468	0.227247	0.263768	0.263768	0.255011	0.261947	0.256077	0.361018	0.363869	0.324661	0.324392	0.289014	0.289014	0.234644	0.238047	0.241484	0.241484	0.182086	0.249347	0.254348	0.251061	0.262446	0.239378	0.232451	0.232451	0.244068	0.244068	0.233107	0.187429	0.187353	0.191213	0.191600	0.201618	0.206141	0.238654	0.231164	0.232695	0.253065	0.245327	0.245327	0.206715	0.206330	0.204573	0.208839	0.242886	0.249097	0.217964	0.190924	0.171759	0.171759	0.173586	0.177172	0.181674	0.181521	0.224679	0.207570	0.223364	0.220310	0.231081	0.269188	0.273310	0.300562	0.359650	0.368149	0.371179	0.280335	0.160275	0.159797	0.159797	0.147752	0.123412	0.129134	0.129898	0.132960	0.131507	0.139413	0.132378	0.160761	0.163613	0.163613	0.165134	0.176125	0.299657	
0.270622	0.338497	0.352384	0.458956	0.451951	0.442130	0.455775	0.455775	0.444929	0.445550	0.445550	0.316181	0.133131	0.164677	0.205655	0.226630	0.217024	0.224073	0.227247	0.249552	0.264123	0.305071	0.305071	0.318291	0.351929	0.330713	0.331378	0.332027	0.332027	0.299974	0.289212	0.217456	0.219581	0.219581	0.171583	0.212839	0.220904	0.218011	0.216767	0.299192	0.298415	0.232451	0.244068	0.244068	0.244068	0.233107	0.233864	0.191600	0.202932	0.206141	0.217797	0.250280	0.249106	0.231164	0.253065	0.245327	0.213525	0.212566	0.206330	0.207548	0.220450	0.244186	0.249097	0.218689	0.190924	0.190924	0.173586	0.173586	0.177172	0.181521	0.148054	0.167966	0.221495	0.246565	0.246978	0.255857	0.286859	0.273310	0.274314	0.299123	0.284087	0.286927	0.256896	0.160512	0.155758	0.155758	0.165350	0.154812	0.133245	0.139398	0.139398	0.131507	0.131507	0.153805	0.160761	0.163613	0.163613	0.165255	0.165255	0.278573	
0.260652	0.340335	0.386532	0.445846	0.445924	0.403232	0.408509	0.420160	0.409137	0.384997	0.405215	0.398288	0.305332	0.117880	0.201519	0.217024	0.264707	0.207335	0.232763	0.259679	0.293180	0.305071	0.305071	0.305071	0.357139	0.327010	0.334038	0.339141	0.332027	0.332027	0.300525	0.218373	0.218373	0.204606	0.198191	0.202885	0.237054	0.218739	0.292198	0.299192	0.298415	0.232451	0.198124	0.198124	0.244068	0.244068	0.237349	0.240100	0.195388	0.228381	0.252202	0.252018	0.250280	0.230553	0.192230	0.212112	0.185217	0.207267	0.184599	0.178934	0.223776	0.249543	0.249543	0.209725	0.190924	0.190924	0.173586	0.173586	0.177172	0.148054	0.167966	0.167966	0.167178	0.138003	0.246565	0.268321	0.286859	0.282521	0.282216	0.292374	0.285474	0.287994	0.257095	0.257095	0.155758	0.172730	0.174723	0.164238	0.133245	0.139398	0.139398	0.165170	0.154417	0.159404	0.150286	0.160761	0.134262	0.134262	0.134262	0.133082	
0.268282	0.295099	0.387234	0.403232	0.403232	0.403232	0.402533	0.420160	0.419135	0.401098	0.398329	0.394109	0.386699	0.190732	0.190458	0.245011	0.293585	0.218116	0.279909	0.281288	0.293180	0.298151	0.310123	0.292290	0.339937	0.339937	0.312648	0.308255	0.323590	0.277349	0.282011	0.226945	0.204606	0.204606	0.235365	0.216899	0.215016	0.323072	0.320198	0.324607	0.324607	0.309720	0.236160	0.236160	0.236160	0.237092	0.238743	0.265431	0.241025	0.239935	0.252202	0.252018	0.252018	0.222967	0.212505	0.212450	0.204711	0.211203	0.202361	0.178934	0.194280	0.195573	0.213435	0.199457	0.186757	0.190924	0.173586	0.143158	0.144074	0.167966	0.174838	0.174838	0.174684	0.196376	0.200366	0.224926	0.275697	0.275524	0.350387	0.350387	0.350387	0.314164	0.315540	0.315540	0.265037	0.261040	0.145053	0.164238	0.164238	0.163936	0.163936	0.165777	0.158563	0.123012	0.131226	0.131226	0.142376	0.142376	0.142376	0.142717	
0.292872	0.296281	0.297834	0.299807	0.298098	0.298098	0.297877	0.297877	0.291892	0.419759	0.407820	0.382729	0.412587	0.188239	0.205811	0.273823	0.271269	0.268051	0.240410	0.331040	0.274053	0.274053	0.283684	0.271955	0.328018	0.323239	0.312648	0.326859	0.282380	0.222983	0.222983	0.222983	0.141135	0.152293	0.183852	0.219357	0.295220	0.324285	0.315922	0.315922	0.310222	0.310222	0.213427	0.236160	0.236160	0.236160	0.236134	0.241091	0.238405	0.236934	0.271197	0.243387	0.238816	0.238816	0.235411	0.212284	0.212284	0.206860	0.203575	0.216164	0.222185	0.196206	0.205310	0.157962	0.186757	0.211251	0.167160	0.148822	0.170879	0.174838	0.174838	0.198440	0.196376	0.196376	0.237648	0.202401	0.238502	0.222549	0.325623	0.325623	0.325623	0.312946	0.266052	0.266052	0.267340	0.267340	0.261514	0.260006	0.282465	0.247879	0.244772	0.244772	0.238463	0.245939	0.131226	0.138423	0.141382	0.147805	0.147805	0.213101	
